budget,genres,id,keywords,original_language,popularity,revenue,runtime,title_x,vote_average,vote_count,title_y,cast,director,release_year,release_month
150000000,"Action,Crime,Drama",272,"himalaya,martial arts,dc comics",en,115.040024,374218673,140.0,Batman Begins,7.5,7359,Batman Begins,"Christian Bale,Michael Caine,Liam Neeson",Christopher Nolan,2005,6
150000000,"Family,Animation",10527,"africa,jealousy,dance",en,44.141021,603900354,89.0,Madagascar: Escape 2 Africa,6.2,1810,Madagascar: Escape 2 Africa,"Ben Stiller,Jada Pinkett Smith,David Schwimmer",Eric Darnell,2008,10
150000000,"Adventure,Fantasy,Action",18360,"museum,theodore roosevelt,duringcreditsstinger",en,81.781591,413106170,105.0,Night at the Museum: Battle of the Smithsonian,5.9,1971,Night at the Museum: Battle of the Smithsonian,"Ben Stiller,Amy Adams,Owen Wilson",Shawn Levy,2009,5
150000000,"Adventure,Action,Thriller",2080,"corruption,mutant,boxer",en,5.954334,373062864,107.0,X-Men Origins: Wolverine,6.2,4021,X-Men Origins: Wolverine,"Hugh Jackman,Liev Schreiber,Danny Huston",Gavin Hood,2009,4
150000000,"Adventure,Action,Thriller",605,"saving the world,artificial intelligence,man vs machine",en,73.313918,424988211,129.0,The Matrix Revolutions,6.4,3096,The Matrix Revolutions,"Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss",Lilly Wachowski,2003,11
150000000,"Animation,Adventure,Family",109445,"queen,musical,princess",en,165.125366,1274219009,102.0,Frozen,7.3,5295,Frozen,"Kristen Bell,Idina Menzel,Jonathan Groff",Chris Buck,2013,11
150000000,"Adventure,Action,Thriller",604,"saving the world,artificial intelligence,man vs machine",en,70.78591,738599701,138.0,The Matrix Reloaded,6.7,3443,The Matrix Reloaded,"Keanu Reeves,Carrie-Anne Moss,Laurence Fishburne",Lilly Wachowski,2003,5
170000000,"Action,Adventure,Fantasy",76338,"marvel comic,superhero,based on comic book",en,99.499595,644571402,112.0,Thor: The Dark World,6.8,4755,Thor: The Dark World,"Chris Hemsworth,Natalie Portman,Tom Hiddleston",Alan Taylor,2013,10
150000000,"Action,Adventure,Science Fiction",76341,"future,chase,post-apocalyptic",en,434.278564,378858340,120.0,Mad Max: Fury Road,7.2,9427,Mad Max: Fury Road,"Tom Hardy,Charlize Theron,Nicholas Hoult",George Miller,2015,5
150000000,"Thriller,Mystery",13448,"rome,vatican,based on novel",en,67.447636,356613439,138.0,Angels & Demons,6.5,2129,Angels & Demons,"Tom Hanks,Ewan McGregor,Ayelet Zurer",Ron Howard,2009,5
150000000,"Adventure,Fantasy,Action",10195,"new mexico,banishment,shield",en,86.493424,449326618,115.0,Thor,6.6,6525,Thor,"Chris Hemsworth,Natalie Portman,Tom Hiddleston",Kenneth Branagh,2011,4
150000000,"Animation,Family,Adventure",13053,"hamster,kids and family,animal",en,41.845878,309979994,98.0,Bolt,6.3,1750,Bolt,"John Travolta,Miley Cyrus,Susie Essman",Chris Williams,2008,11
150000000,"Fantasy,Action,Adventure",19585,"dyr,duringcreditsstinger",en,26.710398,292817841,88.0,G-Force,5.1,510,G-Force,"Sam Rockwell,Penélope Cruz,Tracy Morgan",Hoyt Yeatman,2009,7
150000000,Adventure,57165,"underworld,hades,mythology",en,44.927635,301000000,99.0,Wrath of the Titans,5.5,1431,Wrath of the Titans,"Sam Worthington,Liam Neeson,Ralph Fiennes",Jonathan Liebesman,2012,3
150000000,"Comedy,Fantasy",62213,"witch,imprisonment,vampire",en,50.306728,245527149,113.0,Dark Shadows,5.7,2320,Dark Shadows,"Johnny Depp,Michelle Pfeiffer,Helena Bonham Carter",Tim Burton,2012,5
150000000,"Action,Adventure,Thriller",177677,"london england,spy,austria",en,114.522237,682330139,131.0,Mission: Impossible - Rogue Nation,7.1,3224,Mission: Impossible - Rogue Nation,"Tom Cruise,Rebecca Ferguson,Simon Pegg",Christopher McQuarrie,2015,7
150000000,"Family,Animation,Adventure",5559,"factory worker,tennis,flower",en,29.332905,287594577,91.0,Bee Movie,5.7,1171,Bee Movie,"Jerry Seinfeld,Renée Zellweger,Jim Cummings",Steve Hickner,2007,10
150000000,"Animation,Family",49444,"martial arts,hope,fleet",en,51.247321,665692281,91.0,Kung Fu Panda 2,6.7,1880,Kung Fu Panda 2,"Jack Black,Angelina Jolie,Dustin Hoffman",Jennifer Yuh Nelson,2011,5
150000000,"Action,Adventure,Family",10196,"fire,ice,war ship",en,33.769336,318502923,103.0,The Last Airbender,4.7,1151,The Last Airbender,"Noah Ringer,Nicola Peltz,Jackson Rathbone",M. Night Shyamalan,2010,6
150000000,"Adventure,Action,Thriller",956,"berlin,cia,vatican",en,63.079003,397850012,126.0,Mission: Impossible III,6.5,2028,Mission: Impossible III,"Tom Cruise,Philip Seymour Hoffman,Ving Rhames",J.J. Abrams,2006,5
150000000,"Action,Drama,Thriller",117251,"usa president,conspiracy,secret service",en,39.004588,205366737,131.0,White House Down,6.4,1891,White House Down,"Channing Tatum,Jamie Foxx,Joey King",Roland Emmerich,2013,6
150000000,"Adventure,Animation,Family",50321,"boy,alien,rescue",en,12.362599,38992758,88.0,Mars Needs Moms,5.5,199,Mars Needs Moms,"Seth Green,Joan Cusack,Dan Fogler",Simon Wells,2011,3
149000000,"Adventure,Animation,Comedy",11619,"london england,underworld,return",en,22.550135,64459316,85.0,Flushed Away,6.0,874,Flushed Away,"Hugh Jackman,Kate Winslet,Ian McKellen",David Bowers,2006,10
150000000,"Adventure,Family,Fantasy",266647,"flying,magic,fairy tale",en,48.03528,128388320,111.0,Pan,5.9,954,Pan,"Levi Miller,Garrett Hedlund,Hugh Jackman",Joe Wright,2015,9
145000000,"Animation,Adventure,Family",82703,"father son relationship,egypt,intelligence",en,38.73494,272912430,92.0,Mr. Peabody & Sherman,6.7,843,Mr. Peabody & Sherman,"Ty Burrell,Max Charles,Ariel Winter",Rob Minkoff,2014,2
175000000,"Adventure,Drama,War",652,"brother brother relationship,adultery,mythology",en,66.803149,497409852,163.0,Troy,6.9,2759,Troy,"Brad Pitt,Orlando Bloom,Eric Bana",Wolfgang Petersen,2004,5
145000000,"Animation,Family",80321,"madagascar,3d",en,44.989192,746921274,93.0,Madagascar 3: Europe's Most Wanted,6.4,1808,Madagascar 3: Europe's Most Wanted,"Ben Stiller,Sacha Baron Cohen,David Schwimmer",Conrad Vernon,2012,6
140000000,"Adventure,Action,Thriller",36669,"laser,british secret service,secret service agent",en,54.159392,431971116,133.0,Die Another Day,5.8,1092,Die Another Day,"Pierce Brosnan,Halle Berry,Rosamund Pike",Lee Tamahori,2002,11
144000000,"Action,Fantasy,Comedy",43074,"female friendship,ghost hunting,reboot",en,66.21806,229147509,116.0,Ghostbusters,5.3,2142,Ghostbusters,"Melissa McCarthy,Kristen Wiig,Kate McKinnon",Paul Feig,2016,7
140000000,"Action,Thriller,Science Fiction",95,"saving the world,paris,moon",en,58.485967,553799566,151.0,Armageddon,6.4,2482,Armageddon,"Bruce Willis,Billy Bob Thornton,Ben Affleck",Michael Bay,1998,7
140000000,"Action,Adventure,Comedy",608,"saving the world,secret identity,sun glasses",en,91.332849,441818803,88.0,Men in Black II,6.0,3114,Men in Black II,"Tommy Lee Jones,Will Smith,Rip Torn",Barry Sonnenfeld,2002,7
70000000,"Adventure,Action,Animation",2310,"denmark,nordic mythology,lie",en,35.601665,195735876,115.0,Beowulf,5.5,841,Beowulf,"Ray Winstone,Angelina Jolie,Anthony Hopkins",Robert Zemeckis,2007,11
145000000,"Action,Adventure,Animation",140300,"china,martial arts,kung fu",en,56.747978,521170825,95.0,Kung Fu Panda 3,6.7,1603,Kung Fu Panda 3,"Jack Black,Bryan Cranston,Dustin Hoffman",Jennifer Yuh Nelson,2016,1
145000000,"Action,Thriller,Adventure",56292,"fight,sequel,mission",en,77.77477,694713380,133.0,Mission: Impossible - Ghost Protocol,6.8,3972,Mission: Impossible - Ghost Protocol,"Tom Cruise,Jeremy Renner,Simon Pegg",Brad Bird,2011,12
145000000,"Fantasy,Animation,Family",81188,"dream,santa claus,nightmare",en,61.788035,306941670,97.0,Rise of the Guardians,7.1,1922,Rise of the Guardians,"Chris Pine,Alec Baldwin,Jude Law",Peter Ramsey,2012,11
100000000,Comedy,7552,"based on novel,desperation,robber",en,25.159168,202026112,90.0,Fun with Dick and Jane,5.9,627,Fun with Dick and Jane,"Jim Carrey,Téa Leoni,Alec Baldwin",Dean Parisot,2005,12
140000000,"Drama,Action,War",616,"japan,war crimes,sense of guilt",en,52.341226,456758981,154.0,The Last Samurai,7.3,1895,The Last Samurai,"Tom Cruise,Ken Watanabe,William Atherton",Edward Zwick,2003,12
140000000,"Adventure,Drama,Action",147441,"moses,bible,ancient egypt",en,101.599427,268031828,150.0,Exodus: Gods and Kings,5.6,1921,Exodus: Gods and Kings,"Christian Bale,Joel Edgerton,John Turturro",Ridley Scott,2014,12
150000000,"Science Fiction,Action,Adventure",13475,"spacecraft,teleportation,space mission",en,73.616808,385680446,127.0,Star Trek,7.4,4518,Star Trek,"Chris Pine,Zachary Quinto,Leonard Nimoy",J.J. Abrams,2009,5
139000000,"Fantasy,Action",557,"loss of lover,spider,thanksgiving",en,82.502566,821708551,121.0,Spider-Man,6.8,5265,Spider-Man,"Tobey Maguire,Willem Dafoe,Kirsten Dunst",Sam Raimi,2002,5
145000000,"Fantasy,Action,Adventure",82702,"father son relationship,wife husband relationship,sacrifice",en,100.21391,609123048,102.0,How to Train Your Dragon 2,7.6,3106,How to Train Your Dragon 2,"Jay Baruchel,Gerard Butler,Kristen Wiig",Dean DeBlois,2014,6
140000000,Fantasy,205584,"egypt,underworld,fight",en,56.257249,150680864,127.0,Gods of Egypt,5.3,1277,Gods of Egypt,"Brenton Thwaites,Nikolaj Coster-Waldau,Gerard Butler",Alex Proyas,2016,2
135000000,Action,10048,"artificial intelligence,u.s. navy,aftercreditsstinger",en,17.88953,76932943,121.0,Stealth,4.9,331,Stealth,"Josh Lucas,Jessica Biel,Jamie Foxx",Rob Cohen,2005,7
130000000,"Action,Mystery,Science Fiction",13183,"dc comics,secret identity,mass murder",en,64.798873,185258983,163.0,Watchmen,7.0,2811,Watchmen,"Malin Åkerman,Billy Crudup,Carla Gugino",Zack Snyder,2009,3
140000000,"Action,Adventure,Comedy",944,"lapd,house on fire,revolver",en,24.855701,285444603,127.0,Lethal Weapon 4,6.3,767,Lethal Weapon 4,"Mel Gibson,Danny Glover,Joe Pesci",Richard Donner,1998,7
137000000,"Drama,Action,Science Fiction",1927,"california,san francisco,monster",en,34.981698,245360480,138.0,Hulk,5.3,1533,Hulk,"Eric Bana,Jennifer Connelly,Sam Elliott",Ang Lee,2003,6
130000000,"Adventure,Action,Science Fiction",72559,"terror,assassin,secret",en,59.325589,371876278,110.0,G.I. Joe: Retaliation,5.4,3025,G.I. Joe: Retaliation,"Dwayne Johnson,D.J. Cotrona,Adrianne Palicki",Jon M. Chu,2013,3
130000000,"Action,Adventure,Comedy",7364,"tyrant,ironclad ship",en,21.605568,119269486,124.0,Sahara,5.7,434,Sahara,"Matthew McConaughey,Penélope Cruz,Steve Zahn",Breck Eisner,2005,4
137000000,"Adventure,Action,Animation",2114,"battle assignment,dystopia,alien",en,26.074908,85131830,106.0,Final Fantasy: The Spirits Within,5.9,433,Final Fantasy: The Spirits Within,"Donald Sutherland,Ming-Na Wen,Alec Baldwin",Hironobu Sakaguchi,2001,7
140000000,"Action,Adventure,Science Fiction",1771,"new york,usa,world war ii",en,74.506246,370569774,124.0,Captain America: The First Avenger,6.6,7047,Captain America: The First Avenger,"Chris Evans,Hugo Weaving,Tommy Lee Jones",Joe Johnston,2011,7
135000000,"Adventure,Action,Thriller",36643,"british,mission,oil",en,39.604363,361832400,128.0,The World Is Not Enough,6.0,862,The World Is Not Enough,"Pierce Brosnan,Sophie Marceau,Robert Carlyle",Michael Apted,1999,11
150000000,Adventure,8619,"naturalist,frigate,self surgery",en,36.973031,212011111,138.0,Master and Commander: The Far Side of the World,6.9,790,Master and Commander: The Far Side of the World,"Russell Crowe,Paul Bettany,James D'Arcy",Peter Weir,2003,11
120000000,"Adventure,Fantasy,Drama",50620,"vampire,romance,villainess",en,99.687084,829000000,115.0,The Twilight Saga: Breaking Dawn - Part 2,6.1,2553,The Twilight Saga: Breaking Dawn - Part 2,"Kristen Stewart,Robert Pattinson,Taylor Lautner",Bill Condon,2012,11
130000000,"Animation,Comedy,Family",65759,"penguin,musical,aftercreditsstinger",en,17.7735,150406466,100.0,Happy Feet Two,5.8,373,Happy Feet Two,"Elijah Wood,Robin Williams,Pink",George Miller,2011,11
150000000,"Science Fiction,Action,Adventure",1724,"new york,rio de janeiro,marvel comic",en,62.898336,163712074,114.0,The Incredible Hulk,6.1,3021,The Incredible Hulk,"Edward Norton,Liv Tyler,Tim Roth",Louis Leterrier,2008,6
140000000,"Adventure,Family,Fantasy",267935,"london england,england,based on novel",en,44.19092,183345589,120.0,The BFG,6.0,1000,The BFG,"Ruby Barnhill,Mark Rylance,Rebecca Hall",Steven Spielberg,2016,6
135000000,"Western,Drama,Adventure",281957,"father son relationship,rape,based on novel",en,100.635882,532950503,156.0,The Revenant,7.3,6396,The Revenant,"Leonardo DiCaprio,Tom Hardy,Will Poulter",Alejandro González Iñárritu,2015,12
135000000,"Animation,Family",77950,"underdog,car race,dream",en,44.765377,282570682,96.0,Turbo,6.1,1074,Turbo,"Ryan Reynolds,Paul Giamatti,Michael Peña",David Soren,2013,7
135000000,"Animation,Comedy,Family",44896,"sheriff,nevada,pet",en,29.91353,245724603,107.0,Rango,6.6,2051,Rango,"Johnny Depp,Isla Fisher,Ned Beatty",Gore Verbinski,2011,3
132000000,"Family,Animation,Adventure",270946,"penguin,madagascar,3d",en,84.366984,373552094,92.0,Penguins of Madagascar,6.5,1346,Penguins of Madagascar,"Tom McGrath,Chris Miller,Christopher Knights",Eric Darnell,2014,11
70000000,"Action,Drama,Mystery",2503,"paris,corruption,madrid",en,45.381501,442824138,115.0,The Bourne Ultimatum,7.3,2888,The Bourne Ultimatum,"Matt Damon,Julia Stiles,David Strathairn",Paul Greengrass,2007,8
130000000,"Adventure,Animation,Family",9502,"china,martial arts,kung fu",en,84.689648,631744560,90.0,Kung Fu Panda,6.9,3145,Kung Fu Panda,"Jack Black,Dustin Hoffman,Angelina Jolie",Mark Osborne,2008,6
130000000,"Science Fiction,Action,Adventure",102899,"marvel comic,superhero,based on comic book",en,120.09361,519311965,117.0,Ant-Man,7.0,5880,Ant-Man,"Paul Rudd,Michael Douglas,Evangeline Lilly",Peyton Reed,2015,7
130000000,"Adventure,Action,Science Fiction",101299,"competition,based on novel,mentor",en,76.310119,847423452,146.0,The Hunger Games: Catching Fire,7.4,6495,The Hunger Games: Catching Fire,"Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth",Francis Lawrence,2013,11
135000000,"Fantasy,Comedy,Animation",228161,"friendship,spaceship,space",en,63.473086,368871007,94.0,Home,6.8,1519,Home,"Jim Parsons,Rihanna,Steve Martin",Tim Johnson,2015,3
132000000,"Adventure,Thriller,Science Fiction",74,"post traumatic stress  disorder,new jersey,airplane",en,48.572726,591739379,116.0,War of the Worlds,6.2,2322,War of the Worlds,"Tom Cruise,Dakota Fanning,Miranda Otto",Steven Spielberg,2005,6
130000000,"Adventure,Action,Comedy",8961,"miami,ku klux klan,cuba",en,38.068736,273339556,147.0,Bad Boys II,6.3,1564,Bad Boys II,"Martin Lawrence,Will Smith,Jordi Mollà",Michael Bay,2003,7
130000000,"Action,Adventure,Animation",417859,"adventure,fairy-tale figure",en,20.678787,554987477,90.0,Puss in Boots,6.4,451,Puss in Boots,"Antonio Banderas,Salma Hayek,Zach Galifianakis",Chris Miller,2011,10
110000000,"Action,Mystery,Thriller",27576,"assassination,spy,cia",en,48.829437,293329073,100.0,Salt,6.2,2093,Salt,"Angelina Jolie,Liev Schreiber,Chiwetel Ejiofor",Phillip Noyce,2010,7
125000000,"Drama,Adventure",86834,"bible,god,noah",en,46.115758,362637473,139.0,Noah,5.6,2350,Noah,"Russell Crowe,Jennifer Connelly,Emma Watson",Darren Aronofsky,2014,3
130000000,"Adventure,Animation,Mystery",17578,"riddle,captain,treasure",en,89.938296,371940071,107.0,The Adventures of Tintin,6.7,2061,The Adventures of Tintin,"Jamie Bell,Andy Serkis,Daniel Craig",Steven Spielberg,2011,10
130000000,"Adventure,Fantasy,Family",673,"flying,traitor,magic",en,79.679601,789804554,141.0,Harry Potter and the Prisoner of Azkaban,7.7,5877,Harry Potter and the Prisoner of Azkaban,"Daniel Radcliffe,Rupert Grint,Emma Watson",Alfonso Cuarón,2004,5
130000000,Drama,6972,"missionary,world war ii,ranch",en,28.840997,49554002,165.0,Australia,6.3,694,Australia,"Nicole Kidman,Hugh Jackman,Essie Davis",Baz Luhrmann,2008,11
130000000,"Science Fiction,Action,Adventure",82700,dystopia,en,42.840582,243843127,100.0,After Earth,5.0,2532,After Earth,"Jaden Smith,Will Smith,Sophie Okonedo",M. Night Shyamalan,2013,5
127500000,"Animation,Family",10567,"cataclysm,asteroid,leader",en,26.548594,354248063,82.0,Dinosaur,6.2,542,Dinosaur,"D. B. Sweeney,Alfre Woodard,Ossie Davis",Ralph Zondag,2000,5
127000000,"Adventure,Comedy,Fantasy",181533,"night watchman,museum,natural history",en,115.597753,349424282,97.0,Night at the Museum: Secret of the Tomb,6.1,1851,Night at the Museum: Secret of the Tomb,"Ben Stiller,Rami Malek,Rebel Wilson",Shawn Levy,2014,12
130000000,"Animation,Action,Comedy",38055,"saving the world,date,prison",en,68.757242,321887208,95.0,Megamind,6.7,1918,Megamind,"Will Ferrell,Brad Pitt,Tina Fey",Tom McGrath,2010,10
125000000,"Adventure,Fantasy,Family",671,"witch,christmas party,magic",en,109.984351,976475550,152.0,Harry Potter and the Philosopher's Stone,7.5,7006,Harry Potter and the Philosopher's Stone,"Daniel Radcliffe,Rupert Grint,Emma Watson",Chris Columbus,2001,11
130000000,"Fantasy,Action,Comedy",49524,"gold,police operation,partner",en,39.448066,61648500,96.0,R.I.P.D.,5.4,1260,R.I.P.D.,"Jeff Bridges,Ryan Reynolds,Kevin Bacon",Robert Schwentke,2013,7
140000000,"Adventure,Fantasy,Action",22,"exotic island,blacksmith,east india trading company",en,271.972889,655011224,143.0,Pirates of the Caribbean: The Curse of the Black Pearl,7.5,6985,Pirates of the Caribbean: The Curse of the Black Pearl,"Johnny Depp,Geoffrey Rush,Orlando Bloom",Gore Verbinski,2003,7
125000000,"Science Fiction,Adventure,Thriller",131631,"resistance,post-apocalyptic,dystopia",en,206.227151,752100229,123.0,The Hunger Games: Mockingjay - Part 1,6.6,5584,The Hunger Games: Mockingjay - Part 1,"Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth",Francis Lawrence,2014,11
125000000,"Thriller,Mystery",591,"paris,holy grail,christianity",en,45.313197,767820459,149.0,The Da Vinci Code,6.5,2704,The Da Vinci Code,"Tom Hanks,Audrey Tautou,Ian McKellen",Ron Howard,2006,5
103000000,"Animation,Adventure,Comedy",172385,"bird,sequel,jungle",en,42.40024,500188435,102.0,Rio 2,6.3,978,Rio 2,"Jesse Eisenberg,Anne Hathaway,Leslie Mann",Carlos Saldanha,2014,3
110000000,"Adventure,Action,Science Fiction",36658,"mutant,marvel comic,superhero",en,2.871739,407711549,133.0,X2,6.8,3506,X2,"Patrick Stewart,Hugh Jackman,Ian McKellen",Bryan Singer,2003,4
125000000,"Action,Thriller,Crime",51497,"brazil,fbi,freedom",en,7.255718,626137675,130.0,Fast Five,7.1,2438,Fast Five,"Vin Diesel,Paul Walker,Jordana Brewster",Justin Lin,2011,4
125000000,"Adventure,Action,Crime",58574,"detective inspector,steampunk,criminal mastermind",en,81.499621,334615000,129.0,Sherlock Holmes: A Game of Shadows,7.0,3886,Sherlock Holmes: A Game of Shadows,"Robert Downey Jr.,Jude Law,Jared Harris",Guy Ritchie,2011,11
125000000,"Adventure,Fantasy,Action",18823,"hades,mythology,greek mythology",en,47.686442,232713139,106.0,Clash of the Titans,5.6,2233,Clash of the Titans,"Sam Worthington,Liam Neeson,Ralph Fiennes",Louis Leterrier,2010,4
65000000,"Action,Adventure,Science Fiction",861,"oxygen,falsely accused,resistance",en,43.129703,261317921,113.0,Total Recall,7.1,1710,Total Recall,"Arnold Schwarzenegger,Sharon Stone,Rachel Ticotin",Paul Verhoeven,1990,6
160000000,"Adventure,Fantasy,Action",1911,"witch,cave,arabian",en,27.220157,61698899,102.0,The 13th Warrior,6.4,510,The 13th Warrior,"Antonio Banderas,Vladimir Kulich,Dennis Storhøi",John McTiernan,1999,8
